Date,Retrieved messages per group,Iteration,Total Iterations,Seed size,Num iteration channels,Num collected channels,Query,Seed,Collected channels,Iteration channels,Protected channels,Edges
2021-04-21 11:40:09.279036,1000,1,2,1,14,15,"['corona', 'covid', 'qanon', 'querdenk', 'giftspritz', 'impf']",[1444228991],"[1444228991, 1479072497, 1208168979, 1466126923, 1403744476, 1422165531, 1142403217, 1477971407, 1446149616, 1482577083, 1429790717, 1346683263, 1416039419, 1289973884, 1293820956]","[1479072497, 1208168979, 1466126923, 1403744476, 1422165531, 1142403217, 1477971407, 1446149616, 1482577083, 1429790717, 1346683263, 1416039419, 1289973884, 1293820956]",[1220732962],"[[1444228991, 1479072497], [1444228991, 1208168979], [1444228991, 1466126923], [1444228991, 1403744476], [1444228991, 1422165531], [1444228991, 1142403217], [1444228991, 1477971407], [1444228991, 1446149616], [1444228991, 1482577083], [1444228991, 1429790717], [1444228991, 1346683263], [1444228991, 1416039419], [1444228991, 1289973884], [1444228991, 1293820956]]"
